property_id,deal_type,user_type,district,type_name,size_sqm,status,rooms,floor,year_built,renovation_status,estimated_saleprice,estimated_rentprice
570,Sale,Agent,Nork-Marash,House,157.1,Available,6,5,2005,Not Renovated,195211.62,780.85
572,Sale,Buyer,Arabkir,House,187.4,Available,4,7,2011,Not Renovated,288358.97,1153.44
575,Sale,Buyer,Ajapnyak,House,49.9,Available,6,12,2000,Partially Renovated,72111.48,288.45
577,Rent,Owner,Nor Nork,House,56.1,Available,4,11,2003,Partially Renovated,116924.78,467.7
578,Rent,Buyer,Kanaker-Zeytun,House,140.4,Available,5,9,1970,Partially Renovated,207674.85,830.7
580,Rent,Buyer,Ajapnyak,House,125.5,Available,2,5,1994,Partially Renovated,177882.0,711.53
581,Rent,Buyer,Kanaker-Zeytun,House,79.7,Available,4,8,1969,Not Renovated,100943.68,403.77
583,Rent,Buyer,Nor Nork,House,175.4,Available,5,2,2006,Partially Renovated,463489.39,1853.96
584,Sale,Owner,Kanaker-Zeytun,House,198.7,Available,6,6,1999,Partially Renovated,263597.88,1054.39
585,Sale,Agent,Davtashen,House,115.5,Available,2,4,2003,Not Renovated,172462.6,689.85
586,Sale,Agent,Nor Nork,House,198.1,Available,1,4,1969,Not Renovated,260053.9,1040.22
589,Rent,Agent,Davtashen,House,112.1,Available,2,12,2021,Not Renovated,114249.33,457.0
592,Rent,Owner,Kanaker-Zeytun,House,141.3,Available,2,8,2002,Partially Renovated,161420.12,645.68
595,Sale,Buyer,Arabkir,House,127.2,Available,6,8,1996,Not Renovated,173899.25,695.6
597,Sale,Buyer,Erebuni,House,160.4,Available,6,5,1973,Partially Renovated,259383.31,1037.53
599,Sale,Buyer,Avan,House,83.7,Available,1,12,1979,Not Renovated,89526.72,358.11
602,Rent,Buyer,Kanaker-Zeytun,House,178.0,Available,5,10,1983,Partially Renovated,434866.14,1739.46
605,Sale,Owner,Erebuni,House,195.0,Available,5,9,2011,Partially Renovated,382298.8,1529.2
607,Rent,Agent,Kanaker-Zeytun,House,140.2,Available,3,9,1999,Partially Renovated,313550.17,1254.2
609,Sale,Owner,Avan,House,169.1,Available,6,2,1995,Partially Renovated,419404.66,1677.62
613,Rent,Agent,Nork-Marash,House,138.7,Available,5,11,1973,Newly Renovated,284153.1,1136.61
614,Rent,Buyer,Shengavit,House,142.8,Available,3,7,1989,Partially Renovated,314986.33,1259.95
617,Sale,Agent,Malatia-Sebastia,House,94.8,Available,6,5,1993,Newly Renovated,285126.32,1140.51
618,Rent,Agent,Kanaker-Zeytun,House,71.1,Available,3,4,1993,Not Renovated,154782.93,619.13
619,Sale,Owner,Erebuni,House,140.4,Available,1,3,1971,Partially Renovated,269913.99,1079.66
620,Sale,Agent,Kentron,House,137.8,Available,1,11,2009,Partially Renovated,315847.74,1263.39
622,Rent,Owner,Davtashen,House,47.5,Available,5,6,1986,Partially Renovated,103515.11,414.06
628,Rent,Buyer,Kanaker-Zeytun,House,157.3,Available,2,7,2004,Not Renovated,268953.57,1075.81
632,Sale,Owner,Avan,House,191.5,Available,3,5,1992,Newly Renovated,440396.77,1761.59
634,Sale,Owner,Davtashen,House,64.1,Available,3,10,1984,Partially Renovated,121971.89,487.89
635,Rent,Owner,Davtashen,House,30.2,Available,4,3,1971,Newly Renovated,56201.85,224.81
636,Rent,Owner,Kentron,House,110.4,Available,2,6,1993,Newly Renovated,186774.58,747.1
643,Sale,Agent,Kentron,House,162.8,Available,2,10,1982,Partially Renovated,294377.69,1177.51
646,Sale,Owner,Avan,House,32.4,Available,1,7,2007,Partially Renovated,62107.81,248.43
648,Sale,Buyer,Malatia-Sebastia,House,190.5,Available,2,4,2004,Partially Renovated,264174.72,1056.7
650,Rent,Agent,Davtashen,House,199.1,Available,3,4,2019,Newly Renovated,468076.34,1872.31
652,Sale,Owner,Davtashen,House,153.7,Available,4,8,2003,Newly Renovated,376913.29,1507.65
653,Rent,Buyer,Avan,House,196.1,Available,3,10,2009,Partially Renovated,358381.59,1433.53
654,Rent,Agent,Nor Nork,House,87.0,Available,2,11,1999,Partially Renovated,166009.66,664.04
656,Rent,Agent,Erebuni,House,196.8,Available,2,6,2019,Not Renovated,434829.63,1739.32
659,Rent,Buyer,Avan,House,195.7,Available,2,9,1970,Partially Renovated,373476.98,1493.91
660,Sale,Agent,Erebuni,House,91.6,Available,5,6,1986,Not Renovated,162435.27,649.74
664,Rent,Agent,Kanaker-Zeytun,House,54.8,Available,3,1,1965,Partially Renovated,87880.79,351.52
665,Sale,Owner,Avan,House,128.7,Available,3,7,1970,Not Renovated,231943.5,927.77
667,Rent,Owner,Davtashen,House,44.0,Available,3,9,1970,Newly Renovated,81974.92,327.9
670,Rent,Agent,Kanaker-Zeytun,House,170.8,Available,3,10,1983,Not Renovated,229225.29,916.9
674,Sale,Buyer,Nor Nork,House,119.3,Available,2,3,1966,Partially Renovated,139462.09,557.85
676,Rent,Owner,Nork-Marash,House,42.8,Available,5,6,2017,Partially Renovated,67996.16,271.98
677,Sale,Owner,Avan,House,152.8,Available,6,7,2023,Newly Renovated,304116.13,1216.46
681,Sale,Buyer,Arabkir,House,110.1,Available,4,8,2003,Not Renovated,287748.93,1151.0
682,Sale,Agent,Arabkir,House,183.6,Available,3,3,1976,Not Renovated,255609.97,1022.44
683,Sale,Buyer,Erebuni,House,165.1,Available,4,5,1975,Partially Renovated,280476.47,1121.91
686,Rent,Owner,Kanaker-Zeytun,House,119.6,Available,6,2,1982,Newly Renovated,264651.89,1058.61
687,Rent,Buyer,Arabkir,House,181.9,Available,4,4,1966,Partially Renovated,235229.86,940.92
691,Sale,Buyer,Arabkir,House,192.4,Available,5,5,1982,Newly Renovated,347496.12,1389.98
692,Rent,Owner,Avan,House,31.1,Available,6,6,1982,Not Renovated,71349.39,285.4
693,Sale,Agent,Kanaker-Zeytun,House,104.1,Available,1,6,2014,Not Renovated,177085.48,708.34
694,Sale,Owner,Erebuni,House,130.9,Available,1,11,1978,Newly Renovated,294256.98,1177.03
697,Sale,Owner,Kanaker-Zeytun,House,110.5,Available,5,2,2008,Not Renovated,162081.07,648.32
698,Rent,Owner,Davtashen,House,34.2,Available,3,9,2005,Not Renovated,46751.19,187.0
700,Rent,Buyer,Nork-Marash,House,167.4,Available,4,4,1988,Newly Renovated,409454.07,1637.82
701,Sale,Owner,Nor Nork,House,96.8,Available,5,7,2014,Newly Renovated,192312.74,769.25
702,Rent,Buyer,Davtashen,House,131.0,Available,4,5,2005,Not Renovated,325619.69,1302.48
705,Sale,Buyer,Kanaker-Zeytun,House,170.6,Available,3,1,1965,Not Renovated,250889.49,1003.56
707,Sale,Agent,Erebuni,House,75.9,Available,5,11,1990,Not Renovated,85910.39,343.64
710,Rent,Buyer,Davtashen,House,65.5,Available,6,10,1973,Not Renovated,141895.95,567.58
711,Sale,Buyer,Davtashen,House,168.6,Available,5,5,2022,Not Renovated,372726.73,1490.91
712,Rent,Owner,Arabkir,House,112.2,Available,3,1,1989,Not Renovated,283769.08,1135.08
714,Sale,Buyer,Kanaker-Zeytun,House,104.3,Available,1,9,2014,Newly Renovated,191416.94,765.67
715,Sale,Buyer,Shengavit,House,63.0,Available,6,4,2019,Partially Renovated,177880.6,711.52
716,Rent,Owner,Nor Nork,House,49.9,Available,3,2,1973,Partially Renovated,79396.85,317.59
717,Rent,Owner,Erebuni,House,46.0,Available,5,4,2020,Not Renovated,96364.79,385.46
718,Sale,Owner,Kanaker-Zeytun,House,153.9,Available,2,8,2012,Partially Renovated,288821.04,1155.28
719,Sale,Owner,Avan,House,146.3,Available,3,10,1966,Partially Renovated,181936.35,727.75
721,Rent,Owner,Kanaker-Zeytun,House,106.2,Available,2,12,2006,Not Renovated,204809.64,819.24
724,Sale,Agent,Davtashen,House,63.9,Available,2,9,2003,Newly Renovated,177973.9,711.9
726,Rent,Agent,Malatia-Sebastia,House,65.4,Available,6,6,2022,Partially Renovated,166775.85,667.1
727,Sale,Buyer,Nor Nork,House,147.7,Available,6,5,1977,Newly Renovated,268842.95,1075.37
729,Sale,Buyer,Davtashen,House,90.7,Available,2,1,2006,Not Renovated,122323.9,489.3
730,Sale,Buyer,Erebuni,House,40.4,Available,1,10,1989,Newly Renovated,65038.81,260.16
731,Rent,Owner,Avan,House,117.3,Available,2,11,1995,Newly Renovated,324487.26,1297.95
732,Rent,Agent,Davtashen,House,152.0,Available,1,7,1994,Newly Renovated,279422.19,1117.69
733,Rent,Owner,Avan,House,194.9,Available,1,1,2009,Newly Renovated,263514.07,1054.06
734,Rent,Agent,Kanaker-Zeytun,House,81.5,Available,2,9,2021,Newly Renovated,244275.93,977.1
738,Rent,Owner,Malatia-Sebastia,House,185.2,Available,1,5,1970,Partially Renovated,215499.62,862.0
740,Rent,Owner,Kanaker-Zeytun,House,103.9,Available,5,8,2007,Partially Renovated,150580.45,602.32
743,Rent,Owner,Davtashen,House,101.8,Available,1,11,2023,Partially Renovated,245568.47,982.27
747,Sale,Agent,Ajapnyak,House,82.7,Available,5,6,1982,Not Renovated,128411.56,513.65
749,Rent,Buyer,Kanaker-Zeytun,House,141.7,Available,3,11,1993,Newly Renovated,349417.23,1397.67
750,Rent,Buyer,Erebuni,House,61.0,Available,1,1,1972,Newly Renovated,103822.04,415.29
751,Rent,Owner,Nor Nork,House,156.3,Available,3,3,2012,Newly Renovated,437031.24,1748.12
754,Rent,Agent,Avan,House,108.7,Available,5,9,2019,Newly Renovated,334883.42,1339.53
759,Rent,Buyer,Kanaker-Zeytun,House,29.0,Available,5,4,2002,Not Renovated,36477.09,145.91
760,Rent,Owner,Nor Nork,House,60.8,Available,3,8,2023,Not Renovated,91787.54,367.15
761,Rent,Buyer,Kanaker-Zeytun,House,128.1,Available,3,9,2006,Newly Renovated,222497.46,889.99
762,Sale,Owner,Arabkir,House,39.8,Available,5,9,2013,Not Renovated,89619.45,358.48
765,Rent,Owner,Erebuni,House,44.6,Available,3,10,2020,Partially Renovated,75009.74,300.04
771,Sale,Buyer,Malatia-Sebastia,House,48.7,Available,5,12,1970,Partially Renovated,63890.97,255.56
776,Rent,Owner,Kanaker-Zeytun,House,164.7,Available,5,3,1988,Newly Renovated,381165.99,1524.66
780,Rent,Buyer,Davtashen,House,167.2,Available,3,12,1996,Not Renovated,218377.78,873.51
782,Rent,Owner,Shengavit,House,111.3,Available,1,8,1995,Newly Renovated,270278.28,1081.11
785,Sale,Agent,Kanaker-Zeytun,House,43.0,Available,4,6,2013,Not Renovated,91861.67,367.45
789,Sale,Owner,Avan,House,156.7,Available,4,2,1983,Not Renovated,192866.12,771.46
790,Sale,Buyer,Shengavit,House,38.1,Available,3,5,1979,Not Renovated,48948.85,195.8
791,Rent,Owner,Nor Nork,House,122.7,Available,3,3,1970,Partially Renovated,217226.03,868.9
792,Rent,Owner,Avan,House,95.5,Available,6,6,2003,Newly Renovated,219565.52,878.26
794,Rent,Owner,Erebuni,House,26.1,Available,5,4,2013,Not Renovated,56726.61,226.91
797,Sale,Buyer,Shengavit,House,143.3,Available,3,8,1982,Newly Renovated,341956.88,1367.83
801,Sale,Agent,Erebuni,House,65.3,Available,4,6,2018,Newly Renovated,167915.91,671.66
803,Sale,Agent,Kanaker-Zeytun,House,133.1,Available,5,1,2018,Newly Renovated,389164.28,1556.66
804,Sale,Agent,Kentron,House,125.1,Available,1,12,2017,Newly Renovated,174554.15,698.22
805,Sale,Buyer,Erebuni,House,119.2,Available,4,4,2011,Newly Renovated,231291.29,925.17
806,Rent,Owner,Nor Nork,House,60.3,Available,2,3,2001,Not Renovated,114710.99,458.84
807,Sale,Agent,Kanaker-Zeytun,House,34.5,Available,3,10,1973,Partially Renovated,83542.56,334.17
810,Sale,Agent,Davtashen,House,187.4,Available,5,6,2001,Partially Renovated,504779.27,2019.12
813,Sale,Buyer,Davtashen,House,56.9,Available,6,5,2015,Newly Renovated,175812.19,703.25
815,Sale,Agent,Kentron,House,101.2,Available,5,4,2017,Partially Renovated,201371.21,805.48
818,Rent,Buyer,Shengavit,House,159.7,Available,3,4,2014,Partially Renovated,323152.42,1292.61
819,Sale,Owner,Nor Nork,House,199.3,Available,3,6,1981,Newly Renovated,385769.76,1543.08
821,Rent,Owner,Avan,House,80.5,Available,5,8,1975,Newly Renovated,147542.73,590.17
827,Rent,Owner,Kanaker-Zeytun,House,99.6,Available,1,8,2012,Not Renovated,164215.35,656.86
830,Sale,Agent,Davtashen,House,59.7,Available,5,1,1980,Not Renovated,75459.97,301.84
832,Sale,Agent,Davtashen,House,51.8,Available,2,10,1989,Partially Renovated,109705.34,438.82
833,Rent,Buyer,Avan,House,99.9,Available,3,3,2015,Not Renovated,205165.89,820.66
835,Rent,Owner,Kanaker-Zeytun,House,121.3,Available,2,8,1975,Partially Renovated,280036.26,1120.15
837,Rent,Owner,Erebuni,House,100.2,Available,6,7,1999,Not Renovated,168017.9,672.07
839,Rent,Buyer,Kanaker-Zeytun,House,198.4,Available,3,10,1973,Not Renovated,208992.27,835.97
840,Rent,Agent,Erebuni,House,66.5,Available,5,6,2012,Not Renovated,69343.82,277.38
843,Rent,Owner,Erebuni,House,28.7,Available,3,4,2021,Not Renovated,85835.31,343.34
845,Rent,Owner,Shengavit,House,170.8,Available,3,6,1993,Newly Renovated,461126.28,1844.51
846,Rent,Owner,Nor Nork,House,167.6,Available,4,4,2005,Not Renovated,404942.4,1619.77
848,Rent,Owner,Shengavit,House,137.0,Available,1,8,2020,Partially Renovated,249193.08,996.77
849,Sale,Owner,Kanaker-Zeytun,House,179.3,Available,5,11,1978,Partially Renovated,274672.53,1098.69
851,Sale,Buyer,Shengavit,House,101.0,Available,6,9,1966,Not Renovated,155108.77,620.44
853,Sale,Buyer,Nubarashen,House,199.0,Available,6,7,2002,Newly Renovated,452749.59,1811.0
854,Rent,Buyer,Ajapnyak,House,114.1,Available,1,11,2015,Not Renovated,139171.5,556.69
855,Sale,Buyer,Avan,House,169.6,Available,3,6,1988,Newly Renovated,408331.8,1633.33
858,Rent,Owner,Kanaker-Zeytun,House,109.0,Available,6,3,1993,Newly Renovated,272154.29,1088.62
859,Rent,Buyer,Erebuni,House,100.9,Available,3,7,1977,Not Renovated,116188.74,464.75
863,Rent,Agent,Kanaker-Zeytun,House,141.0,Available,1,6,2012,Newly Renovated,198651.77,794.61
868,Sale,Agent,Erebuni,House,129.1,Available,3,2,1995,Partially Renovated,186308.57,745.23
869,Sale,Buyer,Kentron,House,45.7,Available,4,2,2014,Partially Renovated,63503.37,254.01
872,Rent,Owner,Nor Nork,House,89.5,Available,3,1,1994,Not Renovated,164450.87,657.8
874,Sale,Agent,Arabkir,House,107.4,Available,2,11,2005,Not Renovated,122495.42,489.98
875,Sale,Agent,Kentron,House,148.6,Available,5,6,1983,Partially Renovated,353387.46,1413.55
879,Rent,Agent,Avan,House,166.4,Available,3,5,1968,Partially Renovated,279998.53,1119.99
880,Rent,Agent,Nork-Marash,House,197.9,Available,5,4,2012,Partially Renovated,467339.1,1869.36
882,Sale,Buyer,Avan,House,123.3,Available,4,12,2000,Not Renovated,170486.41,681.95
889,Rent,Agent,Davtashen,House,177.1,Available,3,3,1991,Partially Renovated,333134.09,1332.54
892,Sale,Agent,Shengavit,House,108.2,Available,4,2,1967,Partially Renovated,136556.26,546.23
894,Sale,Agent,Davtashen,House,168.5,Available,6,11,2011,Partially Renovated,351668.48,1406.67
895,Sale,Buyer,Avan,House,119.0,Available,4,12,1984,Partially Renovated,207670.76,830.68
898,Sale,Owner,Avan,House,108.2,Available,4,5,2005,Newly Renovated,326703.85,1306.82
899,Rent,Buyer,Kanaker-Zeytun,House,142.2,Available,3,3,1968,Partially Renovated,312512.47,1250.05
902,Rent,Owner,Kanaker-Zeytun,House,56.7,Available,5,6,2012,Newly Renovated,203142.17,812.57
903,Rent,Agent,Erebuni,House,131.2,Available,5,9,1967,Not Renovated,279488.25,1117.95
905,Sale,Agent,Ajapnyak,House,139.5,Available,4,9,1990,Not Renovated,188349.34,753.4
906,Rent,Agent,Arabkir,House,69.0,Available,6,1,2020,Partially Renovated,191248.12,764.99
908,Sale,Owner,Avan,House,174.1,Available,2,9,2017,Partially Renovated,504585.94,2018.34
912,Sale,Agent,Nubarashen,House,172.6,Available,6,4,1995,Partially Renovated,367082.06,1468.33
919,Sale,Owner,Erebuni,House,196.2,Available,2,4,1979,Newly Renovated,498767.15,1995.07
920,Rent,Buyer,Kanaker-Zeytun,House,88.9,Available,5,10,1974,Newly Renovated,130134.49,520.54
921,Sale,Owner,Erebuni,House,45.8,Available,5,11,1994,Partially Renovated,123124.12,492.5
922,Rent,Buyer,Arabkir,House,77.8,Available,6,10,2023,Not Renovated,125292.66,501.17
923,Sale,Buyer,Kanaker-Zeytun,House,43.9,Available,4,12,1984,Not Renovated,55482.45,221.93
926,Rent,Buyer,Arabkir,House,96.8,Available,5,2,2010,Partially Renovated,226838.23,907.35
929,Rent,Agent,Kanaker-Zeytun,House,108.8,Available,4,4,1976,Partially Renovated,124077.86,496.31
934,Rent,Buyer,Avan,House,112.8,Available,4,1,1996,Partially Renovated,152711.83,610.85
935,Sale,Buyer,Malatia-Sebastia,House,65.4,Available,6,12,1990,Partially Renovated,111582.91,446.33
936,Sale,Agent,Davtashen,House,148.4,Available,6,1,1997,Not Renovated,246159.94,984.64
940,Rent,Owner,Shengavit,House,68.2,Available,3,4,1997,Not Renovated,120136.52,480.55
944,Sale,Owner,Shengavit,House,104.0,Available,5,12,1970,Not Renovated,154177.57,616.71
947,Sale,Owner,Ajapnyak,House,129.0,Available,6,10,1966,Not Renovated,246525.54,986.1
948,Rent,Buyer,Erebuni,House,148.4,Available,2,10,2013,Partially Renovated,312148.67,1248.59
953,Sale,Buyer,Avan,House,132.4,Available,5,11,1981,Not Renovated,226517.34,906.07
954,Rent,Agent,Ajapnyak,House,181.0,Available,5,12,1990,Partially Renovated,264159.51,1056.64
955,Rent,Buyer,Kentron,House,65.8,Available,3,6,1991,Partially Renovated,113304.08,453.22
956,Rent,Owner,Nor Nork,House,133.6,Available,4,12,2010,Newly Renovated,355662.57,1422.65
957,Sale,Owner,Kanaker-Zeytun,House,172.2,Available,5,8,1993,Newly Renovated,400072.78,1600.29
965,Sale,Agent,Arabkir,House,137.7,Available,4,5,1992,Newly Renovated,249108.77,996.44
967,Rent,Owner,Arabkir,House,104.7,Available,1,3,2007,Not Renovated,113741.76,454.97
972,Rent,Agent,Ajapnyak,House,169.2,Available,5,9,1965,Not Renovated,471741.09,1886.96
975,Sale,Buyer,Kanaker-Zeytun,House,175.5,Available,4,2,1975,Not Renovated,218336.38,873.35
981,Sale,Agent,Avan,House,138.3,Available,3,9,2019,Not Renovated,229500.97,918.0
983,Rent,Buyer,Ajapnyak,House,33.7,Available,5,7,2016,Newly Renovated,54875.71,219.5
986,Rent,Agent,Arabkir,House,36.8,Available,3,2,1975,Partially Renovated,59983.17,239.93
987,Rent,Owner,Nubarashen,House,122.1,Available,3,12,1978,Not Renovated,109713.19,438.85
990,Sale,Buyer,Nor Nork,House,46.3,Available,3,6,2022,Newly Renovated,79838.67,319.35
993,Sale,Agent,Avan,House,164.7,Available,6,12,1973,Partially Renovated,280682.04,1122.73
995,Sale,Owner,Erebuni,House,84.4,Available,4,7,2011,Newly Renovated,154795.76,619.18
999,Rent,Buyer,Nubarashen,House,33.9,Available,6,5,2000,Not Renovated,65439.81,261.76
1001,Rent,Owner,Kentron,House,106.3,Available,6,4,1999,Partially Renovated,209158.71,836.63
1004,Sale,Agent,Kanaker-Zeytun,House,104.3,Available,4,8,1975,Not Renovated,223619.61,894.48
1007,Rent,Agent,Arabkir,House,162.9,Available,3,4,2002,Not Renovated,286336.41,1145.35
1009,Rent,Buyer,Nork-Marash,House,73.8,Available,3,1,1980,Not Renovated,83525.5,334.1
1011,Sale,Owner,Kanaker-Zeytun,House,96.4,Available,2,4,1968,Newly Renovated,227550.71,910.2
1012,Rent,Agent,Kentron,House,94.4,Available,3,12,1974,Newly Renovated,132696.26,530.79
1015,Rent,Owner,Nor Nork,House,160.3,Available,5,1,1971,Partially Renovated,216783.31,867.13
1016,Sale,Owner,Nor Nork,House,63.6,Available,1,3,1980,Partially Renovated,85631.89,342.53
1017,Sale,Owner,Arabkir,House,101.9,Available,2,6,1992,Newly Renovated,159242.57,636.97
1018,Rent,Agent,Kanaker-Zeytun,House,38.7,Available,1,4,1993,Newly Renovated,62476.49,249.91
1019,Sale,Owner,Kanaker-Zeytun,House,142.2,Available,4,3,2004,Newly Renovated,240314.38,961.26
1020,Sale,Owner,Davtashen,House,171.4,Available,3,1,1976,Not Renovated,289266.57,1157.07
1021,Sale,Owner,Erebuni,House,91.4,Available,5,12,2011,Newly Renovated,143860.53,575.44
1022,Sale,Owner,Kanaker-Zeytun,House,174.8,Available,4,6,1992,Not Renovated,251863.77,1007.46
1023,Rent,Owner,Erebuni,House,90.1,Available,2,10,1993,Not Renovated,182018.55,728.07
1027,Rent,Buyer,Erebuni,House,122.4,Available,6,4,2022,Newly Renovated,170573.97,682.3
1028,Sale,Agent,Ajapnyak,House,115.9,Available,2,6,1975,Partially Renovated,241250.13,965.0
1030,Sale,Owner,Arabkir,House,146.7,Available,1,3,1983,Newly Renovated,267515.79,1070.06
1032,Sale,Buyer,Arabkir,House,146.7,Available,2,1,2002,Partially Renovated,337790.65,1351.16
1033,Sale,Owner,Nor Nork,House,149.0,Available,2,2,2015,Partially Renovated,364734.49,1458.94
1038,Rent,Owner,Shengavit,House,141.7,Available,2,9,1990,Newly Renovated,360384.25,1441.54
1040,Sale,Owner,Arabkir,House,134.7,Available,1,11,2008,Newly Renovated,209956.77,839.83
1043,Rent,Buyer,Davtashen,House,127.0,Available,3,11,2014,Newly Renovated,271812.49,1087.25
1046,Rent,Owner,Erebuni,House,30.5,Available,6,11,2013,Newly Renovated,59485.01,237.94
1047,Rent,Agent,Arabkir,House,177.5,Available,6,5,1980,Partially Renovated,391404.26,1565.62
1049,Rent,Agent,Malatia-Sebastia,House,67.0,Available,6,2,2012,Not Renovated,90817.47,363.27
1053,Rent,Owner,Kanaker-Zeytun,House,180.0,Available,2,4,2019,Newly Renovated,341758.17,1367.03
1054,Sale,Owner,Nor Nork,House,196.6,Available,2,6,1971,Not Renovated,324644.68,1298.58
1055,Sale,Buyer,Nor Nork,House,93.0,Available,3,5,1978,Newly Renovated,198840.11,795.36
1058,Sale,Buyer,Avan,House,60.1,Available,2,6,1995,Not Renovated,79502.68,318.01
1061,Rent,Agent,Avan,House,36.5,Available,3,12,2008,Partially Renovated,47987.84,191.95
1062,Rent,Buyer,Kanaker-Zeytun,House,162.7,Available,1,12,2013,Newly Renovated,356315.19,1425.26
1063,Rent,Agent,Malatia-Sebastia,House,176.3,Available,1,7,1968,Not Renovated,203315.89,813.26
1067,Rent,Agent,Nor Nork,House,135.4,Available,5,6,2006,Newly Renovated,243304.42,973.22
1069,Sale,Buyer,Nor Nork,House,119.9,Available,4,8,1989,Newly Renovated,353286.78,1413.15
1071,Rent,Owner,Kentron,House,47.3,Available,1,5,2020,Not Renovated,66105.21,264.42
1075,Rent,Agent,Shengavit,House,159.1,Available,4,10,2017,Partially Renovated,390101.73,1560.41
1078,Rent,Agent,Avan,House,37.4,Available,3,1,1979,Not Renovated,82399.42,329.6
1079,Sale,Owner,Erebuni,House,131.7,Available,2,10,2016,Not Renovated,211665.36,846.66
1080,Sale,Buyer,Nork-Marash,House,90.4,Available,1,6,2006,Newly Renovated,244732.73,978.93
1081,Rent,Buyer,Erebuni,House,148.5,Available,2,7,2010,Not Renovated,160950.52,643.8
1082,Rent,Agent,Arabkir,House,35.6,Available,2,7,1989,Newly Renovated,56446.56,225.79
1085,Rent,Buyer,Ajapnyak,House,153.6,Available,5,5,2003,Partially Renovated,290799.59,1163.2
1088,Rent,Buyer,Davtashen,House,194.6,Available,5,11,2022,Not Renovated,318103.0,1272.41
1089,Rent,Agent,Erebuni,House,67.2,Available,5,7,2019,Newly Renovated,192728.57,770.91
1091,Sale,Agent,Shengavit,House,93.8,Available,6,12,1984,Newly Renovated,216622.47,866.49
1095,Sale,Agent,Kentron,House,77.5,Available,2,6,1991,Not Renovated,94228.91,376.92
1097,Rent,Agent,Davtashen,House,93.0,Available,6,1,2012,Not Renovated,179040.26,716.16
1102,Rent,Agent,Nubarashen,House,186.7,Available,6,8,2020,Not Renovated,353427.81,1413.71
1103,Rent,Owner,Ajapnyak,House,141.9,Available,2,2,1974,Newly Renovated,389002.78,1556.01
1104,Rent,Owner,Avan,House,173.3,Available,5,4,1965,Newly Renovated,382239.08,1528.96
1107,Sale,Agent,Nor Nork,House,100.3,Available,3,9,2014,Partially Renovated,181344.01,725.38
1109,Sale,Buyer,Nor Nork,House,52.6,Available,3,7,1974,Newly Renovated,121144.22,484.58
1112,Sale,Owner,Kanaker-Zeytun,House,107.4,Available,2,12,1977,Newly Renovated,211282.44,845.13
1113,Rent,Owner,Arabkir,House,152.7,Available,2,3,1974,Newly Renovated,223719.13,894.88
1116,Rent,Agent,Kanaker-Zeytun,House,170.9,Available,5,4,1979,Not Renovated,338324.79,1353.3
1117,Rent,Owner,Erebuni,House,149.1,Available,1,2,2023,Newly Renovated,392653.83,1570.62
1120,Sale,Owner,Nor Nork,House,57.9,Available,5,12,1986,Not Renovated,113180.21,452.72
1122,Sale,Owner,Nor Nork,House,151.4,Available,1,2,1967,Newly Renovated,199172.04,796.69
1123,Rent,Owner,Kentron,House,160.4,Available,3,6,1970,Partially Renovated,278535.02,1114.14
1124,Sale,Buyer,Erebuni,House,113.5,Available,4,8,1979,Partially Renovated,186376.09,745.5
1125,Sale,Owner,Nubarashen,House,182.6,Available,4,3,1980,Newly Renovated,520287.06,2081.15
1126,Rent,Owner,Davtashen,House,87.8,Available,2,10,1981,Partially Renovated,141162.06,564.65
1127,Rent,Buyer,Erebuni,House,25.0,Available,3,1,2013,Partially Renovated,57177.52,228.71
1128,Sale,Buyer,Kanaker-Zeytun,House,145.1,Available,6,5,1985,Newly Renovated,233034.45,932.14
1129,Sale,Agent,Kentron,House,196.2,Available,6,7,2015,Newly Renovated,426687.07,1706.75
1130,Rent,Owner,Shengavit,House,56.3,Available,5,6,1971,Newly Renovated,113905.26,455.62
1131,Rent,Owner,Nor Nork,House,123.2,Available,5,1,2015,Not Renovated,285342.58,1141.37
1132,Sale,Agent,Avan,House,117.1,Available,4,7,1966,Partially Renovated,220181.63,880.73
1134,Rent,Owner,Nor Nork,House,200.0,Available,6,1,1997,Not Renovated,362425.25,1449.7
1136,Rent,Agent,Ajapnyak,House,173.5,Available,1,1,1994,Partially Renovated,202988.86,811.96
1137,Sale,Agent,Malatia-Sebastia,House,182.8,Available,2,5,2009,Newly Renovated,268788.9,1075.16
1140,Sale,Owner,Erebuni,House,113.8,Available,2,3,2022,Newly Renovated,250946.37,1003.79
1144,Rent,Agent,Arabkir,House,164.3,Available,5,10,2012,Newly Renovated,392549.18,1570.2
1148,Sale,Buyer,Nor Nork,House,192.8,Available,3,2,2019,Partially Renovated,276305.42,1105.22
1153,Rent,Buyer,Nubarashen,House,127.7,Available,1,8,2010,Not Renovated,159685.64,638.74
1154,Sale,Owner,Avan,House,116.9,Available,3,12,2009,Partially Renovated,230444.66,921.78
1155,Sale,Agent,Kanaker-Zeytun,House,57.8,Available,1,7,1969,Partially Renovated,154699.15,618.8
1156,Rent,Agent,Avan,House,159.5,Available,6,8,1967,Not Renovated,324225.06,1296.9
1158,Sale,Agent,Davtashen,House,139.7,Available,6,1,2015,Partially Renovated,244265.32,977.06
1160,Sale,Owner,Davtashen,House,26.2,Available,4,2,1973,Partially Renovated,54769.12,219.08
1165,Sale,Owner,Nubarashen,House,97.9,Available,2,8,1994,Newly Renovated,238342.85,953.37
