property_id,deal_type,user_type,district,type_name,size_sqm,status,rooms,floor,year_built,renovation_status,estimated_saleprice,estimated_rentprice
584,Sale,Buyer,Nor Nork,House,133.1,Available,2,12,1969,Partially Renovated,208962.76,835.85
586,Rent,Buyer,Kentron,House,91.3,Available,6,7,1987,Newly Renovated,187217.01,748.87
587,Sale,Buyer,Nubarashen,House,45.1,Available,6,10,1974,Not Renovated,63805.75,255.22
590,Sale,Owner,Arabkir,House,184.7,Available,4,1,2004,Not Renovated,424558.14,1698.23
591,Rent,Agent,Nor Nork,House,195.5,Available,4,12,1972,Not Renovated,370299.54,1481.2
592,Rent,Buyer,Arabkir,House,135.5,Available,2,4,1980,Not Renovated,175205.36,700.82
594,Sale,Agent,Kanaker-Zeytun,House,87.2,Available,6,11,2011,Not Renovated,170556.25,682.23
597,Rent,Buyer,Kentron,House,149.6,Available,3,6,1996,Not Renovated,308285.3,1233.14
601,Rent,Buyer,Kanaker-Zeytun,House,87.8,Available,3,11,1995,Not Renovated,97202.64,388.81
603,Rent,Owner,Arabkir,House,96.2,Available,5,8,1978,Not Renovated,195053.18,780.21
612,Sale,Agent,Arabkir,House,39.7,Available,2,2,2021,Not Renovated,72279.48,289.12
614,Rent,Agent,Nubarashen,House,63.8,Available,4,7,2012,Partially Renovated,117492.46,469.97
615,Rent,Agent,Arabkir,House,175.0,Available,2,7,2022,Newly Renovated,524501.14,2098.0
618,Sale,Buyer,Kentron,House,90.1,Available,5,8,1968,Newly Renovated,210044.98,840.18
621,Sale,Agent,Kanaker-Zeytun,House,133.0,Available,5,7,2000,Partially Renovated,279157.12,1116.63
628,Rent,Owner,Arabkir,House,67.9,Available,4,5,1977,Partially Renovated,177915.94,711.66
638,Sale,Owner,Kanaker-Zeytun,House,62.0,Available,1,2,1994,Newly Renovated,121679.46,486.72
646,Rent,Buyer,Malatia-Sebastia,House,77.7,Available,3,4,1986,Not Renovated,84653.62,338.61
648,Rent,Buyer,Nor Nork,House,55.3,Available,3,11,2022,Not Renovated,115226.15,460.9
651,Sale,Agent,Kanaker-Zeytun,House,56.5,Available,1,3,2017,Partially Renovated,59658.23,238.63
652,Sale,Owner,Nork-Marash,House,140.4,Available,3,12,1974,Newly Renovated,408133.51,1632.53
654,Sale,Agent,Nor Nork,House,53.0,Available,2,9,2001,Newly Renovated,139332.68,557.33
655,Rent,Agent,Nor Nork,House,34.6,Available,1,1,1977,Partially Renovated,39868.38,159.47
656,Sale,Agent,Kentron,House,50.9,Available,6,5,1999,Partially Renovated,112401.21,449.6
657,Rent,Buyer,Nor Nork,House,198.6,Available,1,6,1987,Not Renovated,241745.93,966.98
663,Rent,Owner,Kentron,House,58.7,Available,1,9,2023,Not Renovated,106735.47,426.94
666,Rent,Owner,Kanaker-Zeytun,House,182.1,Available,5,1,1996,Partially Renovated,434314.63,1737.26
667,Sale,Owner,Kanaker-Zeytun,House,41.5,Available,6,10,1994,Partially Renovated,106457.33,425.83
668,Sale,Agent,Shengavit,House,120.8,Available,2,6,1968,Not Renovated,225018.78,900.08
674,Sale,Agent,Arabkir,House,41.6,Available,4,2,2023,Newly Renovated,87078.8,348.32
675,Rent,Owner,Nor Nork,House,102.1,Available,5,2,1987,Not Renovated,255205.36,1020.82
677,Rent,Agent,Erebuni,House,184.1,Available,6,10,2008,Not Renovated,398674.06,1594.7
680,Sale,Owner,Arabkir,House,128.5,Available,2,8,2015,Newly Renovated,321043.42,1284.17
684,Sale,Agent,Nor Nork,House,107.0,Available,2,9,1973,Not Renovated,139620.0,558.48
686,Rent,Owner,Avan,House,138.7,Available,6,4,1999,Partially Renovated,269757.89,1079.03
687,Sale,Agent,Nor Nork,House,123.2,Available,5,10,2003,Partially Renovated,281954.86,1127.82
688,Sale,Buyer,Malatia-Sebastia,House,174.8,Available,2,1,1966,Not Renovated,256686.86,1026.75
689,Sale,Agent,Kentron,House,104.5,Available,3,7,1974,Not Renovated,187972.27,751.89
691,Rent,Owner,Nor Nork,House,65.5,Available,1,8,2013,Not Renovated,101879.81,407.52
693,Rent,Agent,Kentron,House,82.7,Available,4,7,1991,Partially Renovated,224912.27,899.65
694,Rent,Agent,Avan,House,176.6,Available,6,4,1989,Partially Renovated,361594.54,1446.38
695,Rent,Owner,Nor Nork,House,188.9,Available,6,5,2014,Newly Renovated,394403.59,1577.61
696,Rent,Agent,Nor Nork,House,196.9,Available,6,10,2006,Newly Renovated,494916.53,1979.67
698,Sale,Buyer,Kanaker-Zeytun,House,166.4,Available,2,5,2018,Not Renovated,298656.81,1194.63
705,Sale,Owner,Nor Nork,House,145.2,Available,1,5,1979,Newly Renovated,186532.51,746.13
706,Sale,Agent,Kentron,House,171.4,Available,4,5,2022,Not Renovated,418242.6,1672.97
707,Sale,Owner,Erebuni,House,115.6,Available,2,12,1978,Newly Renovated,228240.2,912.96
709,Sale,Owner,Avan,House,168.9,Available,1,10,2016,Newly Renovated,215706.49,862.83
712,Sale,Buyer,Nor Nork,House,27.0,Available,5,12,1966,Newly Renovated,56176.06,224.7
713,Sale,Owner,Nor Nork,House,174.7,Available,3,4,1980,Newly Renovated,247030.73,988.12
715,Sale,Owner,Malatia-Sebastia,House,124.0,Available,5,4,1970,Newly Renovated,326223.66,1304.89
717,Sale,Agent,Kentron,House,149.1,Available,5,2,2010,Not Renovated,368217.36,1472.87
718,Rent,Owner,Avan,House,77.7,Available,6,5,2017,Newly Renovated,143501.0,574.0
719,Rent,Buyer,Shengavit,House,195.8,Available,6,3,2017,Newly Renovated,592324.3,2369.3
720,Rent,Buyer,Kanaker-Zeytun,House,170.3,Available,5,11,2016,Not Renovated,334411.13,1337.64
721,Rent,Agent,Arabkir,House,154.1,Available,1,7,1983,Not Renovated,187293.63,749.17
724,Rent,Agent,Shengavit,House,84.2,Available,2,10,2021,Partially Renovated,200146.21,800.58
726,Rent,Agent,Malatia-Sebastia,House,195.1,Available,3,8,2003,Newly Renovated,534064.87,2136.26
727,Sale,Agent,Nork-Marash,House,56.9,Available,4,12,2012,Newly Renovated,91862.59,367.45
728,Rent,Buyer,Arabkir,House,163.3,Available,3,1,1968,Not Renovated,333707.41,1334.83
729,Rent,Buyer,Arabkir,House,198.7,Available,4,10,2013,Not Renovated,282675.46,1130.7
733,Sale,Owner,Erebuni,House,92.5,Available,3,5,2020,Newly Renovated,193737.09,774.95
734,Sale,Agent,Nork-Marash,House,101.5,Available,1,7,1999,Partially Renovated,232795.78,931.18
736,Sale,Owner,Kanaker-Zeytun,House,169.5,Available,3,4,1988,Not Renovated,299466.93,1197.87
740,Rent,Agent,Nor Nork,House,189.2,Available,4,8,2006,Partially Renovated,410590.0,1642.36
743,Sale,Agent,Kanaker-Zeytun,House,181.2,Available,2,12,2001,Newly Renovated,339045.58,1356.18
744,Rent,Agent,Davtashen,House,39.2,Available,4,12,2009,Partially Renovated,76818.48,307.27
745,Sale,Buyer,Kanaker-Zeytun,House,131.2,Available,2,5,2013,Newly Renovated,319114.6,1276.46
750,Sale,Owner,Kanaker-Zeytun,House,113.6,Available,4,11,1969,Not Renovated,165848.43,663.39
751,Rent,Agent,Nor Nork,House,120.7,Available,6,12,1978,Partially Renovated,247723.8,990.9
753,Sale,Buyer,Nor Nork,House,150.8,Available,4,10,1996,Newly Renovated,414846.96,1659.39
755,Sale,Owner,Kanaker-Zeytun,House,190.6,Available,6,12,1997,Not Renovated,230655.92,922.62
758,Sale,Agent,Erebuni,House,31.5,Available,1,12,2018,Newly Renovated,62302.38,249.21
759,Rent,Buyer,Arabkir,House,75.5,Available,6,3,1999,Partially Renovated,179759.95,719.04
760,Rent,Agent,Arabkir,House,58.2,Available,3,10,2022,Not Renovated,84875.19,339.5
761,Rent,Owner,Davtashen,House,83.1,Available,6,2,1986,Partially Renovated,192072.79,768.29
771,Rent,Agent,Nor Nork,House,37.6,Available,3,8,1982,Partially Renovated,84913.45,339.65
774,Rent,Agent,Arabkir,House,176.8,Available,2,5,1969,Partially Renovated,326042.12,1304.17
775,Sale,Agent,Kanaker-Zeytun,House,87.6,Available,1,5,1972,Not Renovated,82184.39,328.74
777,Sale,Owner,Kanaker-Zeytun,House,164.4,Available,2,10,1971,Not Renovated,201232.61,804.93
779,Rent,Agent,Ajapnyak,House,145.1,Available,6,6,2006,Newly Renovated,376313.79,1505.26
780,Sale,Owner,Kanaker-Zeytun,House,81.7,Available,1,9,2002,Not Renovated,158534.32,634.14
781,Sale,Buyer,Kanaker-Zeytun,House,103.3,Available,4,12,2010,Partially Renovated,249055.7,996.22
784,Rent,Agent,Malatia-Sebastia,House,181.1,Available,6,9,1984,Newly Renovated,654308.53,2617.23
786,Rent,Owner,Kanaker-Zeytun,House,64.4,Available,5,6,2001,Partially Renovated,103840.86,415.36
788,Sale,Agent,Kentron,House,95.4,Available,3,8,1992,Newly Renovated,124203.22,496.81
789,Rent,Buyer,Kanaker-Zeytun,House,169.7,Available,4,5,1991,Newly Renovated,360929.73,1443.72
792,Rent,Buyer,Kentron,House,28.7,Available,6,5,1976,Partially Renovated,82099.61,328.4
793,Sale,Agent,Nor Nork,House,163.8,Available,4,5,1984,Not Renovated,252200.21,1008.8
796,Sale,Agent,Arabkir,House,73.1,Available,4,9,1980,Not Renovated,130650.85,522.6
802,Rent,Agent,Kanaker-Zeytun,House,186.6,Available,3,8,1976,Partially Renovated,498959.07,1995.84
803,Rent,Owner,Malatia-Sebastia,House,194.9,Available,6,3,2012,Newly Renovated,475545.03,1902.18
804,Rent,Agent,Erebuni,House,27.6,Available,5,8,1981,Newly Renovated,40528.05,162.11
805,Sale,Agent,Arabkir,House,69.5,Available,6,10,1993,Not Renovated,109192.91,436.77
806,Sale,Agent,Kanaker-Zeytun,House,95.0,Available,1,5,2003,Newly Renovated,249872.22,999.49
807,Sale,Agent,Nor Nork,House,136.6,Available,1,9,1983,Partially Renovated,250967.28,1003.87
808,Sale,Owner,Arabkir,House,173.0,Available,2,5,2018,Newly Renovated,439265.91,1757.06
809,Rent,Agent,Erebuni,House,161.3,Available,3,5,1998,Partially Renovated,426427.17,1705.71
813,Rent,Owner,Davtashen,House,116.3,Available,5,11,1965,Not Renovated,214256.05,857.02
818,Rent,Owner,Nor Nork,House,176.5,Available,2,6,2021,Newly Renovated,263222.92,1052.89
819,Rent,Agent,Kanaker-Zeytun,House,155.9,Available,2,3,2000,Not Renovated,170606.97,682.43
820,Sale,Owner,Avan,House,75.1,Available,3,1,2018,Newly Renovated,151309.75,605.24
822,Rent,Agent,Erebuni,House,49.1,Available,5,4,1986,Not Renovated,67331.18,269.32
823,Sale,Owner,Nor Nork,House,91.8,Available,6,5,1971,Not Renovated,173996.22,695.98
825,Rent,Agent,Nor Nork,House,74.1,Available,6,4,2003,Not Renovated,144509.7,578.04
828,Rent,Agent,Nork-Marash,House,149.0,Available,1,7,1966,Newly Renovated,241595.11,966.38
830,Rent,Buyer,Kentron,House,162.9,Available,6,12,2015,Partially Renovated,249964.66,999.86
831,Rent,Agent,Nork-Marash,House,101.7,Available,1,12,2020,Not Renovated,160697.98,642.79
832,Sale,Owner,Kentron,House,33.3,Available,4,12,1974,Partially Renovated,62355.35,249.42
834,Sale,Owner,Davtashen,House,103.0,Available,5,4,1988,Not Renovated,217229.19,868.92
837,Rent,Buyer,Malatia-Sebastia,House,167.5,Available,6,9,1979,Partially Renovated,250452.68,1001.81
839,Sale,Owner,Kanaker-Zeytun,House,173.8,Available,1,3,1974,Partially Renovated,283231.18,1132.92
844,Sale,Agent,Nork-Marash,House,157.7,Available,5,10,1978,Not Renovated,297702.37,1190.81
845,Sale,Agent,Ajapnyak,House,69.8,Available,1,8,2004,Not Renovated,106832.33,427.33
851,Rent,Buyer,Nor Nork,House,176.0,Available,4,9,2008,Newly Renovated,503040.32,2012.16
852,Rent,Owner,Avan,House,35.8,Available,4,9,2010,Not Renovated,56466.08,225.86
853,Sale,Owner,Nork-Marash,House,144.8,Available,6,12,1983,Not Renovated,246793.86,987.18
855,Rent,Owner,Ajapnyak,House,85.6,Available,4,8,2023,Partially Renovated,192021.49,768.09
861,Sale,Owner,Erebuni,House,127.8,Available,5,7,1996,Newly Renovated,221106.76,884.43
864,Rent,Agent,Malatia-Sebastia,House,199.6,Available,3,3,1987,Partially Renovated,419511.28,1678.05
866,Rent,Buyer,Kentron,House,60.4,Available,6,5,2022,Partially Renovated,160556.6,642.23
869,Rent,Agent,Nor Nork,House,117.3,Available,5,8,1972,Newly Renovated,158320.8,633.28
870,Sale,Owner,Arabkir,House,194.9,Available,2,6,1971,Partially Renovated,436278.95,1745.12
871,Sale,Buyer,Nubarashen,House,114.9,Available,3,1,2003,Not Renovated,201929.37,807.72
872,Sale,Buyer,Davtashen,House,89.5,Available,1,9,1989,Newly Renovated,160079.25,640.32
873,Sale,Agent,Nor Nork,House,139.2,Available,4,7,2009,Newly Renovated,327346.56,1309.39
875,Sale,Owner,Nor Nork,House,108.3,Available,3,4,1970,Partially Renovated,118935.8,475.74
877,Rent,Buyer,Nor Nork,House,26.0,Available,1,11,1999,Partially Renovated,65994.51,263.98
882,Sale,Buyer,Nor Nork,House,91.7,Available,2,6,1994,Newly Renovated,142934.86,571.74
883,Rent,Buyer,Avan,House,30.0,Available,1,1,1970,Not Renovated,53408.9,213.64
886,Rent,Buyer,Nor Nork,House,92.9,Available,1,11,2012,Not Renovated,112445.25,449.78
888,Sale,Buyer,Avan,House,143.4,Available,1,5,2007,Partially Renovated,331999.58,1328.0
889,Sale,Buyer,Kanaker-Zeytun,House,168.9,Available,2,5,2006,Not Renovated,223695.21,894.78
891,Sale,Buyer,Malatia-Sebastia,House,146.4,Available,1,2,1968,Newly Renovated,212536.07,850.14
897,Sale,Agent,Malatia-Sebastia,House,63.3,Available,6,5,1966,Partially Renovated,101772.99,407.09
898,Rent,Owner,Arabkir,House,39.4,Available,4,8,1981,Partially Renovated,64891.64,259.57
900,Rent,Buyer,Kentron,House,32.3,Available,2,6,2008,Not Renovated,40859.43,163.44
901,Rent,Owner,Nor Nork,House,191.7,Available,2,8,1996,Partially Renovated,314975.37,1259.9
902,Sale,Owner,Malatia-Sebastia,House,29.8,Available,3,11,2007,Partially Renovated,38085.34,152.34
905,Sale,Owner,Malatia-Sebastia,House,166.9,Available,5,1,2017,Newly Renovated,505404.71,2021.62
906,Rent,Owner,Arabkir,House,60.5,Available,1,4,1965,Newly Renovated,140632.46,562.53
907,Rent,Agent,Shengavit,House,133.7,Available,1,7,2016,Newly Renovated,239461.15,957.84
908,Sale,Agent,Kanaker-Zeytun,House,172.2,Available,5,7,1989,Newly Renovated,317329.0,1269.32
911,Rent,Buyer,Malatia-Sebastia,House,50.7,Available,2,9,1979,Partially Renovated,78126.78,312.51
916,Sale,Buyer,Nubarashen,House,92.9,Available,3,6,1995,Newly Renovated,171148.93,684.6
918,Sale,Agent,Arabkir,House,146.4,Available,5,6,1973,Newly Renovated,350410.16,1401.64
920,Rent,Agent,Kentron,House,53.0,Available,5,5,1983,Partially Renovated,130662.45,522.65
921,Sale,Owner,Avan,House,65.8,Available,6,10,2003,Partially Renovated,125052.5,500.21
922,Rent,Buyer,Kentron,House,113.3,Available,6,6,1998,Not Renovated,276715.55,1106.86
925,Sale,Agent,Shengavit,House,107.7,Available,2,6,2022,Not Renovated,216863.9,867.46
929,Rent,Buyer,Erebuni,House,139.5,Available,3,2,2014,Not Renovated,157072.51,628.29
931,Sale,Owner,Arabkir,House,89.3,Available,1,1,2002,Newly Renovated,152346.95,609.39
932,Rent,Agent,Nor Nork,House,63.9,Available,5,12,2006,Not Renovated,74406.82,297.63
934,Rent,Owner,Malatia-Sebastia,House,33.4,Available,5,8,1970,Newly Renovated,77145.17,308.58
936,Sale,Agent,Ajapnyak,House,187.6,Available,1,5,1973,Newly Renovated,315330.19,1261.32
940,Rent,Agent,Davtashen,House,138.6,Available,5,6,1977,Partially Renovated,280163.16,1120.65
941,Sale,Owner,Malatia-Sebastia,House,77.8,Available,5,2,2003,Newly Renovated,212232.9,848.93
942,Rent,Agent,Kentron,House,172.6,Available,4,2,2016,Not Renovated,412643.62,1650.57
943,Rent,Owner,Nor Nork,House,45.9,Available,3,9,1997,Newly Renovated,71319.15,285.28
946,Rent,Owner,Nor Nork,House,47.0,Available,3,8,1997,Not Renovated,75498.57,301.99
948,Rent,Owner,Kentron,House,118.6,Available,3,5,2015,Newly Renovated,292196.04,1168.78
949,Sale,Agent,Arabkir,House,158.4,Available,4,6,1988,Newly Renovated,448250.53,1793.0
951,Sale,Agent,Kanaker-Zeytun,House,58.9,Available,4,1,1973,Not Renovated,138691.09,554.76
955,Rent,Buyer,Nor Nork,House,158.2,Available,2,1,1994,Newly Renovated,262704.83,1050.82
960,Rent,Agent,Nor Nork,House,33.5,Available,6,11,1999,Partially Renovated,86308.04,345.23
963,Rent,Buyer,Kanaker-Zeytun,House,194.7,Available,6,5,2012,Not Renovated,500709.79,2002.84
964,Sale,Agent,Kanaker-Zeytun,House,124.8,Available,5,11,1991,Partially Renovated,283208.75,1132.84
967,Rent,Buyer,Erebuni,House,169.9,Available,3,5,1980,Not Renovated,357800.12,1431.2
968,Rent,Agent,Kentron,House,110.3,Available,2,4,1969,Newly Renovated,164307.95,657.23
970,Sale,Owner,Nor Nork,House,78.3,Available,2,3,2022,Not Renovated,112942.09,451.77
972,Rent,Agent,Nubarashen,House,50.3,Available,5,10,1986,Not Renovated,105845.48,423.38
975,Rent,Buyer,Nor Nork,House,188.4,Available,2,11,2001,Not Renovated,287947.14,1151.79
976,Rent,Owner,Kentron,House,29.6,Available,3,1,2013,Not Renovated,42319.64,169.28
979,Sale,Agent,Nor Nork,House,60.9,Available,3,5,2017,Not Renovated,96043.8,384.18
980,Rent,Owner,Kanaker-Zeytun,House,176.9,Available,5,1,1975,Partially Renovated,367302.38,1469.21
983,Sale,Agent,Nubarashen,House,132.3,Available,6,8,2021,Partially Renovated,450435.92,1801.74
988,Sale,Buyer,Malatia-Sebastia,House,151.0,Available,6,1,1972,Newly Renovated,327060.82,1308.24
989,Sale,Owner,Malatia-Sebastia,House,193.5,Available,6,10,1968,Partially Renovated,465984.41,1863.94
990,Rent,Agent,Nork-Marash,House,162.6,Available,2,1,1993,Not Renovated,175856.85,703.43
998,Rent,Buyer,Malatia-Sebastia,House,50.1,Available,5,4,1967,Not Renovated,77171.51,308.69
999,Sale,Buyer,Malatia-Sebastia,House,81.6,Available,3,1,1970,Newly Renovated,193192.26,772.77
1000,Sale,Agent,Kentron,House,167.2,Available,4,3,2000,Newly Renovated,390264.28,1561.06
1004,Rent,Agent,Nor Nork,House,199.8,Available,2,2,1977,Newly Renovated,357968.92,1431.88
1005,Sale,Agent,Kanaker-Zeytun,House,154.9,Available,4,7,1991,Partially Renovated,339731.01,1358.92
1006,Sale,Buyer,Shengavit,House,146.5,Available,3,12,2007,Newly Renovated,401679.25,1606.72
1008,Sale,Buyer,Kanaker-Zeytun,House,31.0,Available,4,10,2010,Not Renovated,55910.47,223.64
1012,Rent,Agent,Kanaker-Zeytun,House,194.7,Available,4,6,1967,Partially Renovated,376835.91,1507.34
1014,Rent,Owner,Nor Nork,House,91.3,Available,6,9,1997,Partially Renovated,215507.41,862.03
1016,Rent,Buyer,Erebuni,House,57.4,Available,6,4,1991,Partially Renovated,105714.4,422.86
1017,Rent,Owner,Nor Nork,House,126.9,Available,5,5,1982,Newly Renovated,220740.4,882.96
1024,Rent,Buyer,Nor Nork,House,84.6,Available,6,12,2017,Newly Renovated,193727.98,774.91
1025,Rent,Agent,Kentron,House,119.6,Available,6,12,2015,Partially Renovated,160045.44,640.18
1026,Rent,Buyer,Erebuni,House,151.5,Available,4,8,2005,Not Renovated,246939.05,987.76
1028,Rent,Owner,Kentron,House,71.1,Available,5,9,1972,Newly Renovated,210097.46,840.39
1029,Sale,Agent,Erebuni,House,171.2,Available,2,12,2001,Partially Renovated,223698.75,894.8
1030,Rent,Buyer,Nor Nork,House,152.0,Available,1,12,1990,Newly Renovated,367741.62,1470.97
1031,Sale,Owner,Arabkir,House,87.1,Available,6,3,2012,Newly Renovated,159145.37,636.58
1032,Rent,Owner,Nor Nork,House,110.8,Available,5,12,1968,Not Renovated,137154.45,548.62
1037,Sale,Agent,Avan,House,90.4,Available,2,7,2021,Partially Renovated,205242.55,820.97
1038,Rent,Buyer,Kanaker-Zeytun,House,164.4,Available,6,11,1974,Not Renovated,218451.64,873.81
1041,Sale,Agent,Arabkir,House,50.7,Available,3,11,1994,Not Renovated,86387.63,345.55
1043,Sale,Buyer,Erebuni,House,117.0,Available,4,8,2019,Newly Renovated,427513.61,1710.05
1044,Rent,Agent,Nor Nork,House,171.6,Available,2,1,1994,Partially Renovated,246677.46,986.71
1047,Sale,Agent,Nor Nork,House,128.9,Available,3,6,2008,Newly Renovated,348082.77,1392.33
1048,Rent,Owner,Nor Nork,House,192.8,Available,6,3,1987,Newly Renovated,472480.97,1889.92
1049,Rent,Agent,Malatia-Sebastia,House,26.2,Available,2,5,2015,Partially Renovated,48813.3,195.25
1050,Sale,Owner,Nubarashen,House,163.1,Available,4,11,1996,Partially Renovated,332362.77,1329.45
1051,Rent,Agent,Kanaker-Zeytun,House,58.3,Available,1,6,1999,Newly Renovated,79775.01,319.1
1052,Rent,Owner,Ajapnyak,House,136.6,Available,4,5,1993,Partially Renovated,364997.95,1459.99
1054,Rent,Agent,Malatia-Sebastia,House,27.4,Available,3,7,1985,Newly Renovated,67555.0,270.22
1055,Rent,Agent,Shengavit,House,63.9,Available,2,3,2007,Not Renovated,99568.81,398.28
1058,Sale,Agent,Kentron,House,198.9,Available,4,9,1982,Newly Renovated,378489.2,1513.96
1059,Rent,Owner,Avan,House,61.5,Available,4,10,2001,Not Renovated,137820.79,551.28
1060,Sale,Buyer,Kanaker-Zeytun,House,180.5,Available,2,11,1983,Partially Renovated,230670.51,922.68
1061,Rent,Buyer,Kentron,House,179.5,Available,6,6,1974,Newly Renovated,441864.59,1767.46
1063,Sale,Agent,Nor Nork,House,30.0,Available,5,7,1968,Partially Renovated,54705.36,218.82
1065,Rent,Buyer,Nor Nork,House,130.9,Available,2,11,1967,Newly Renovated,282706.56,1130.83
1069,Sale,Owner,Nork-Marash,House,157.9,Available,3,12,2021,Not Renovated,303740.68,1214.96
1071,Rent,Agent,Malatia-Sebastia,House,31.1,Available,3,12,2007,Partially Renovated,49890.78,199.56
1072,Sale,Buyer,Malatia-Sebastia,House,67.4,Available,2,7,2003,Newly Renovated,228226.64,912.91
1073,Rent,Owner,Nor Nork,House,67.4,Available,1,8,2001,Partially Renovated,92270.23,369.08
1077,Rent,Agent,Kentron,House,41.9,Available,4,3,1994,Newly Renovated,72726.42,290.91
1078,Rent,Agent,Kanaker-Zeytun,House,31.2,Available,2,12,1985,Not Renovated,47457.43,189.83
1080,Rent,Agent,Erebuni,House,46.1,Available,6,10,1995,Not Renovated,99401.07,397.6
1082,Rent,Owner,Kentron,House,178.1,Available,2,4,1997,Partially Renovated,249607.65,998.43
1087,Sale,Agent,Malatia-Sebastia,House,68.7,Available,3,9,1969,Not Renovated,101171.11,404.68
1088,Rent,Agent,Erebuni,House,63.8,Available,6,7,1995,Partially Renovated,117066.31,468.27
1092,Sale,Buyer,Ajapnyak,House,111.6,Available,4,8,1981,Newly Renovated,341444.0,1365.78
1093,Sale,Buyer,Erebuni,House,33.6,Available,6,8,1993,Partially Renovated,86146.89,344.59
1095,Rent,Buyer,Kanaker-Zeytun,House,144.8,Available,1,1,1976,Newly Renovated,261723.81,1046.9
1097,Sale,Buyer,Kentron,House,199.0,Available,6,7,2009,Partially Renovated,314835.75,1259.34
1098,Rent,Agent,Erebuni,House,30.2,Available,3,12,1995,Partially Renovated,56615.56,226.46
1099,Rent,Buyer,Davtashen,House,122.1,Available,5,8,2018,Partially Renovated,313119.28,1252.48
1100,Sale,Agent,Nor Nork,House,193.6,Available,2,1,1973,Newly Renovated,317891.01,1271.56
1103,Rent,Agent,Nor Nork,House,49.1,Available,4,2,2022,Newly Renovated,143240.23,572.96
1105,Sale,Agent,Arabkir,House,41.5,Available,2,2,2017,Not Renovated,81464.79,325.86
1106,Rent,Owner,Nor Nork,House,98.4,Available,4,2,1973,Not Renovated,231819.52,927.28
1108,Sale,Owner,Kentron,House,183.9,Available,5,8,2018,Not Renovated,284949.17,1139.8
1112,Rent,Owner,Malatia-Sebastia,House,131.6,Available,4,3,1999,Newly Renovated,267160.31,1068.64
1113,Rent,Buyer,Kanaker-Zeytun,House,131.8,Available,3,4,1995,Not Renovated,149750.56,599.0
1118,Rent,Agent,Avan,House,173.0,Available,6,10,1982,Newly Renovated,312984.49,1251.94
1119,Rent,Owner,Kanaker-Zeytun,House,181.5,Available,4,9,2013,Newly Renovated,401080.38,1604.32
1122,Rent,Agent,Kanaker-Zeytun,House,38.4,Available,3,4,1992,Newly Renovated,89685.55,358.74
1124,Sale,Agent,Kentron,House,172.7,Available,1,2,1989,Newly Renovated,343385.11,1373.54
1127,Sale,Owner,Kanaker-Zeytun,House,46.3,Available,5,8,1984,Partially Renovated,80426.51,321.71
1134,Rent,Owner,Kanaker-Zeytun,House,30.9,Available,3,4,1990,Newly Renovated,57800.81,231.2
1135,Sale,Agent,Kentron,House,185.0,Available,6,4,2001,Newly Renovated,558301.53,2233.21
1136,Rent,Buyer,Erebuni,House,168.3,Available,6,10,2009,Newly Renovated,524405.51,2097.62
1142,Rent,Agent,Nubarashen,House,197.7,Available,6,8,2006,Not Renovated,478788.49,1915.15
1144,Sale,Agent,Nor Nork,House,59.3,Available,4,9,1998,Newly Renovated,197075.05,788.3
1145,Sale,Owner,Ajapnyak,House,176.4,Available,6,10,1991,Newly Renovated,480753.54,1923.01
1146,Sale,Buyer,Kanaker-Zeytun,House,63.9,Available,6,5,2011,Newly Renovated,158215.37,632.86
1147,Sale,Agent,Kanaker-Zeytun,House,103.1,Available,4,11,2006,Not Renovated,166086.87,664.35
1148,Sale,Owner,Ajapnyak,House,66.9,Available,1,1,1969,Newly Renovated,101900.74,407.6
1151,Sale,Buyer,Nork-Marash,House,153.6,Available,2,3,1992,Partially Renovated,282502.38,1130.01
1152,Rent,Agent,Nor Nork,House,44.6,Available,5,10,1976,Not Renovated,111722.34,446.89
1153,Rent,Agent,Arabkir,House,124.0,Available,3,12,2008,Newly Renovated,282987.24,1131.95
1154,Rent,Owner,Kentron,House,73.1,Available,5,4,2017,Partially Renovated,177933.64,711.73
1156,Rent,Agent,Malatia-Sebastia,House,115.4,Available,1,4,1966,Partially Renovated,143811.97,575.25
1158,Rent,Buyer,Kanaker-Zeytun,House,196.6,Available,2,9,1992,Partially Renovated,389616.68,1558.47
1159,Rent,Owner,Arabkir,House,106.2,Available,4,11,1997,Newly Renovated,189012.93,756.05
1160,Sale,Buyer,Davtashen,House,109.7,Available,5,4,1982,Newly Renovated,231534.93,926.14
1164,Rent,Buyer,Avan,House,59.2,Available,2,4,1969,Newly Renovated,84980.53,339.92
1167,Rent,Agent,Malatia-Sebastia,House,179.0,Available,6,11,2000,Newly Renovated,326780.98,1307.12
1168,Sale,Owner,Nork-Marash,House,95.4,Available,4,11,1980,Partially Renovated,140396.07,561.58
1172,Rent,Agent,Ajapnyak,House,162.4,Available,6,12,1971,Newly Renovated,483628.04,1934.51
1173,Sale,Buyer,Arabkir,House,68.3,Available,4,2,1967,Partially Renovated,163318.47,653.27
1179,Rent,Agent,Erebuni,House,124.0,Available,1,3,2007,Not Renovated,263176.14,1052.7
1182,Sale,Agent,Nor Nork,House,60.0,Available,1,11,2014,Partially Renovated,120825.56,483.3
1184,Rent,Owner,Ajapnyak,House,127.1,Available,4,4,2002,Not Renovated,258702.97,1034.81
1186,Rent,Owner,Malatia-Sebastia,House,176.6,Available,6,1,1986,Not Renovated,457266.33,1829.07
