property_id,title,type_id,deal_type,user_id,post_date,sell_date,location_id,size_sqm,floor,rooms,year_built,renovation_status,estimated_saleprice,estimated_rentprice
493,Natural wife appear president study.,2,Rent,1,2024-05-12,,2,162.5,1,1,2020,Newly Renovated,439789.61,1759.16
494,Raise energy vote.,2,Sale,42,2022-03-09,,33,181.7,11,4,2014,Not Renovated,391643.3,1566.57
495,Realize receive particularly race successful.,1,Rent,42,2025-04-01,,29,151.8,3,2,1993,Newly Renovated,411227.48,1644.91
496,Blood peace.,1,Sale,45,2023-03-22,2025-03-19,42,40.7,9,6,2015,Newly Renovated,109395.38,437.58
497,Possible collection.,1,Rent,49,2023-01-15,2025-04-14,38,113.5,11,1,2019,Newly Renovated,337965.65,1351.86
498,Page who where.,2,Sale,31,2024-08-09,2025-03-29,14,188.0,6,1,1996,Not Renovated,265181.87,1060.73
499,College these knowledge.,1,Rent,33,2024-03-24,,39,101.6,5,1,1967,Partially Renovated,185841.26,743.37
500,Art same our experience memory.,1,Sale,2,2024-04-05,2025-02-10,5,124.7,7,1,1972,Not Renovated,176183.5,704.73
501,Another success image specific.,2,Rent,18,2022-03-22,2025-04-24,28,44.5,9,2,1987,Partially Renovated,111228.55,444.91
502,Body sound return adult.,1,Rent,24,2025-02-03,2024-12-17,30,108.8,9,4,1966,Partially Renovated,188285.41,753.14
503,Child remain condition.,1,Sale,49,2025-06-02,2025-01-06,13,56.0,12,6,2003,Newly Renovated,104413.66,417.65
504,Political population wife.,2,Rent,41,2022-10-18,2025-04-10,48,82.8,9,4,1993,Newly Renovated,122410.62,489.64
505,Street behind model position fund.,1,Sale,10,2024-10-12,2025-05-20,26,154.0,6,3,1993,Newly Renovated,309934.23,1239.74
506,Remember break draw national.,2,Sale,22,2024-11-14,,42,138.6,9,6,1994,Partially Renovated,350447.9,1401.79
507,War really mind its right.,1,Sale,30,2023-11-13,,31,67.8,11,3,1998,Newly Renovated,137387.84,549.55
508,Stand budget participant although there.,1,Rent,37,2025-09-09,,29,106.1,5,5,1968,Not Renovated,160348.11,641.39
509,Foot last strong.,2,Sale,30,2025-04-10,2025-04-01,26,142.4,8,2,1968,Partially Renovated,257241.93,1028.97
510,Those itself great.,2,Sale,7,2025-04-20,2025-02-17,20,123.7,5,6,1993,Partially Renovated,229530.41,918.12
511,Popular receive discover.,2,Rent,42,2024-05-28,,15,98.4,2,2,1994,Not Renovated,104579.74,418.32
512,Far world wait.,2,Rent,45,2025-09-30,2025-06-08,44,91.5,3,3,2002,Partially Renovated,107178.5,428.71
513,Go because among onto different.,2,Rent,46,2024-03-20,2025-04-17,41,52.3,3,2,1968,Newly Renovated,110596.24,442.38
514,Keep game Republican good and.,2,Sale,20,2025-02-28,2025-05-10,44,83.6,8,3,2023,Newly Renovated,158712.53,634.85
515,Several care blood we.,1,Rent,31,2021-04-14,2025-03-26,36,179.8,5,4,1970,Newly Renovated,365905.36,1463.62
516,Hope north challenge.,2,Rent,43,2023-02-17,2024-12-11,25,162.2,5,4,1990,Not Renovated,397089.6,1588.36
517,War section debate especially southern.,2,Rent,40,2021-01-18,2025-04-16,44,107.2,5,4,1979,Partially Renovated,206064.96,824.26
518,Job manager admit.,1,Rent,29,2024-03-24,2025-01-19,28,138.8,9,2,1984,Partially Renovated,175989.68,703.96
519,Indeed standard cell us.,1,Sale,22,2024-01-15,,8,90.8,8,6,1984,Partially Renovated,115440.38,461.76
520,Measure compare make.,2,Sale,25,2022-01-31,,24,61.0,2,5,2013,Partially Renovated,163270.71,653.08
521,Garden in himself.,2,Rent,14,2023-04-11,2025-02-28,8,146.4,8,4,2018,Partially Renovated,202424.64,809.7
522,Production agreement rock series.,2,Sale,14,2021-08-05,,46,191.7,7,6,1993,Newly Renovated,479214.56,1916.86
523,Stuff artist.,1,Rent,13,2022-12-12,2025-03-19,13,87.3,10,4,2018,Newly Renovated,212319.96,849.28
524,Factor year less these.,1,Sale,29,2021-06-20,,11,34.0,11,3,1988,Partially Renovated,67121.19,268.48
525,Your attention throughout.,1,Rent,28,2023-08-03,2025-05-01,17,80.8,3,6,1989,Partially Renovated,117467.04,469.87
526,Exist reach themselves develop.,1,Rent,13,2021-04-16,,23,124.3,7,5,2010,Partially Renovated,226223.43,904.89
527,Week pick hold experience.,2,Sale,1,2021-12-28,2025-05-05,48,82.5,8,4,1974,Not Renovated,124992.93,499.97
528,Sound game still.,2,Rent,50,2023-03-29,2025-01-08,5,56.9,4,1,1995,Not Renovated,92483.05,369.93
529,Into heavy address suddenly reach.,1,Rent,15,2025-03-11,2024-11-23,42,126.1,7,6,2023,Not Renovated,394862.88,1579.45
530,Job customer.,2,Rent,1,2021-05-02,2025-01-21,33,83.7,11,6,1994,Partially Renovated,188809.27,755.24
531,Matter similar decide because.,2,Rent,48,2025-10-16,,23,86.0,12,6,1993,Partially Renovated,198682.9,794.73
532,Treat score receive culture radio.,2,Sale,33,2024-06-24,2024-12-27,18,31.9,12,6,2019,Not Renovated,86142.46,344.57
533,Away program and water man.,2,Sale,33,2025-03-31,2025-02-18,37,64.7,11,3,2003,Not Renovated,132747.62,530.99
534,Hold sister.,2,Rent,39,2025-10-18,,10,132.1,9,6,1966,Partially Renovated,215554.12,862.22
535,Call show sense head.,1,Rent,22,2022-03-12,2025-01-20,23,139.1,2,3,1996,Partially Renovated,214501.6,858.01
536,Use present upon on.,1,Rent,40,2021-01-20,2024-12-26,45,109.9,9,2,1970,Newly Renovated,252900.57,1011.6
537,Recently important simply buy.,2,Sale,40,2022-10-17,2025-04-04,36,35.7,3,5,1976,Newly Renovated,101514.02,406.06
538,Discussion floor indicate news.,1,Rent,40,2024-06-21,2025-01-21,28,50.3,10,4,1994,Not Renovated,120379.04,481.52
539,Role shoulder contain.,1,Sale,16,2025-03-16,2025-01-26,24,155.7,4,1,1973,Not Renovated,163837.85,655.35
540,To war toward.,2,Rent,23,2021-10-15,2025-05-05,45,61.3,2,2,1974,Newly Renovated,166407.39,665.63
541,Local late over along.,2,Sale,35,2025-11-10,2025-04-24,22,93.0,8,4,1982,Partially Renovated,194945.23,779.78
542,Everyone phone because.,2,Sale,45,2021-12-12,2025-04-23,47,120.1,1,6,2013,Partially Renovated,260716.36,1042.87
543,Thus present Republican deal.,2,Sale,19,2021-06-03,2024-11-24,46,120.8,1,4,1976,Newly Renovated,347005.13,1388.02
544,Suffer star will.,1,Sale,26,2025-06-10,2024-12-03,45,73.6,5,1,1979,Newly Renovated,120536.58,482.15
545,Teacher site piece spend.,2,Sale,22,2023-01-16,2025-04-14,31,188.1,4,3,1983,Partially Renovated,427288.0,1709.15
546,Material no work management.,1,Rent,6,2022-11-08,,9,194.5,11,5,2023,Not Renovated,371025.1,1484.1
547,Exist similar beyond growth.,1,Rent,21,2022-02-18,2024-12-09,7,48.7,9,5,2010,Partially Renovated,99615.96,398.46
548,Career cost second not.,1,Rent,26,2024-12-24,,30,88.9,4,5,1999,Newly Renovated,217286.43,869.15
549,All man part.,2,Sale,35,2022-01-24,2025-04-17,3,82.5,6,5,1997,Newly Renovated,192889.84,771.56
550,Television trial good carry.,2,Rent,28,2025-02-18,2025-05-16,19,130.3,7,4,1980,Newly Renovated,222664.99,890.66
551,How strategy.,1,Rent,3,2024-11-01,,11,119.3,10,4,2007,Newly Renovated,217408.19,869.63
552,Southern stand him design.,1,Rent,42,2023-04-19,2025-01-23,18,50.8,7,6,1984,Partially Renovated,76137.99,304.55
553,Around really catch respond.,1,Rent,26,2021-01-01,2024-11-18,9,137.6,1,1,1980,Newly Renovated,325502.87,1302.01
554,Mind piece they buy.,1,Sale,5,2025-06-20,,43,44.6,10,2,1969,Partially Renovated,74652.85,298.61
555,Prove machine boy tree near.,1,Rent,3,2025-04-16,,20,80.1,5,1,1990,Not Renovated,117304.3,469.22
556,Hour recent have help.,2,Sale,33,2021-02-10,,13,83.3,1,1,1978,Newly Renovated,131660.58,526.64
557,Our Mr change again.,2,Sale,12,2022-08-11,2025-02-22,45,121.9,2,6,1988,Partially Renovated,189007.18,756.03
558,Message eye end.,1,Sale,4,2025-07-26,2025-03-08,42,148.1,11,3,1976,Partially Renovated,251467.0,1005.87
559,Serve learn push about.,2,Sale,9,2021-11-21,,33,171.4,7,1,2018,Newly Renovated,287341.22,1149.36
560,Democrat newspaper evening.,2,Rent,32,2024-05-11,,41,35.0,12,5,1972,Newly Renovated,90873.58,363.49
561,Public analysis executive.,2,Sale,39,2021-11-29,,50,90.7,7,3,1975,Partially Renovated,203461.1,813.84
562,Organization put bank.,1,Rent,34,2025-06-06,2025-05-10,7,27.5,2,3,2024,Partially Renovated,51931.9,207.73
563,Lay stand road tough white.,1,Sale,31,2022-06-27,2025-05-05,5,113.1,10,6,2015,Not Renovated,254619.67,1018.48
564,Huge usually kitchen entire industry.,2,Sale,36,2024-09-24,,9,100.7,2,6,2003,Partially Renovated,172850.43,691.4
565,Training one I upon.,1,Rent,27,2024-03-12,2024-12-14,5,85.2,12,5,1989,Newly Renovated,222059.1,888.24
566,Beyond work scene.,2,Sale,21,2022-10-31,2024-12-26,16,58.9,2,6,1995,Not Renovated,165070.81,660.28
567,Interest wear wonder discover.,2,Rent,13,2022-11-09,2025-01-19,41,169.8,9,3,1995,Not Renovated,232766.11,931.06
568,Building somebody next fund.,2,Sale,30,2022-01-21,2025-04-08,4,137.3,9,6,2001,Partially Renovated,361637.7,1446.55
569,Back floor rather.,1,Rent,37,2025-03-22,2025-02-22,10,166.5,2,2,2009,Partially Renovated,390628.36,1562.51
570,Act family hospital hold.,2,Rent,19,2024-10-29,,20,40.9,7,1,1965,Not Renovated,73717.4,294.87
571,Approach among week close.,2,Rent,10,2025-11-01,2025-03-04,10,101.6,3,2,1967,Partially Renovated,146501.97,586.01
572,Machine pull one daughter.,2,Rent,38,2024-12-24,,22,106.3,8,6,2013,Newly Renovated,215414.07,861.66
573,Cut operation difficult.,1,Rent,20,2021-01-24,2025-02-24,46,153.6,9,2,1989,Partially Renovated,240030.22,960.12
574,Car report majority.,2,Sale,13,2024-04-04,,41,124.2,8,1,2022,Not Renovated,211933.78,847.74
575,Free improve somebody future.,2,Sale,31,2023-03-07,,44,82.0,3,1,1985,Newly Renovated,158018.2,632.07
576,Career company purpose.,2,Sale,48,2025-01-04,,44,81.5,2,1,2000,Not Renovated,112652.57,450.61
577,That coach maintain.,1,Sale,18,2021-09-19,,15,54.8,3,1,2003,Not Renovated,79046.82,316.19
578,Way education memory bank.,1,Sale,41,2022-05-28,,32,89.5,3,1,1986,Newly Renovated,208524.36,834.1
579,Purpose leave design really feeling.,1,Rent,14,2021-03-01,,28,34.9,7,1,2005,Not Renovated,44556.18,178.22
580,Experience different good.,2,Rent,11,2025-01-12,,38,77.5,12,3,2008,Partially Renovated,130143.35,520.57
581,News real history.,2,Sale,31,2021-08-11,,42,99.7,6,4,2009,Newly Renovated,241802.13,967.21
582,Indicate manager into.,2,Sale,16,2024-12-02,2025-04-30,21,171.5,3,1,1974,Newly Renovated,372868.92,1491.48
583,Health economic.,1,Sale,38,2025-03-21,,7,62.0,8,2,1965,Not Renovated,100886.63,403.55
584,Particular natural often camera.,1,Rent,30,2023-09-28,,41,132.8,7,2,2002,Newly Renovated,195563.04,782.25
585,Sit not.,2,Rent,27,2024-01-03,2025-02-19,18,125.9,10,3,2007,Newly Renovated,262134.88,1048.54
586,Yeah strategy.,2,Rent,24,2024-09-10,2025-01-07,6,183.5,4,2,2018,Not Renovated,214324.93,857.3
587,Believe big interest.,2,Sale,14,2021-01-12,2025-05-03,3,126.4,3,1,1979,Partially Renovated,223145.05,892.58
588,Boy gas.,2,Sale,1,2021-08-12,,34,57.3,5,5,1971,Not Renovated,68518.63,274.07
589,Physical may effort.,2,Rent,3,2023-11-11,2025-06-02,14,185.3,2,1,1992,Newly Renovated,294920.83,1179.68
590,Dark item upon continue lawyer.,2,Rent,25,2021-05-29,2025-01-27,42,82.7,2,5,1967,Not Renovated,142373.07,569.49
591,Talk think north then.,1,Sale,28,2022-12-31,2025-03-08,33,74.0,3,4,1984,Newly Renovated,149019.49,596.08
592,Others along since or.,1,Rent,22,2021-07-22,2025-03-29,43,51.4,12,4,1985,Partially Renovated,89322.74,357.29
593,Nothing effect ground.,2,Rent,2,2021-03-04,,33,75.7,5,5,1987,Newly Renovated,185293.86,741.18
594,Wrong none serve bad.,1,Sale,33,2022-10-13,2025-01-11,46,112.8,8,3,1991,Partially Renovated,144869.77,579.48
595,Pressure exactly yet.,2,Rent,18,2023-09-20,2025-05-24,36,126.9,8,2,2002,Newly Renovated,189467.1,757.87
596,Shake somebody minute way catch.,2,Sale,43,2022-03-03,2025-05-28,12,65.0,3,3,1985,Partially Renovated,145584.8,582.34
597,Inside may spend civil.,1,Sale,28,2025-07-05,2025-03-25,31,183.8,11,5,1974,Partially Renovated,239640.36,958.56
598,Exactly those main.,1,Sale,4,2023-10-29,2025-02-01,38,63.0,2,2,1968,Not Renovated,94208.08,376.83
599,West after lawyer.,2,Rent,48,2022-12-23,2025-06-01,2,195.5,4,1,2024,Newly Renovated,399570.15,1598.28
600,Method protect which.,1,Rent,19,2024-01-09,2025-03-10,43,191.3,1,1,1989,Not Renovated,404288.64,1617.15
601,Bed support forget after smile.,1,Sale,33,2025-09-03,,48,140.2,7,4,1974,Newly Renovated,379665.26,1518.66
602,Energy rise week.,2,Sale,7,2024-03-04,,36,144.9,2,2,2016,Newly Renovated,324860.86,1299.44
603,Water race often few develop.,1,Sale,3,2024-10-29,2024-12-31,32,98.8,1,6,1995,Not Renovated,218135.44,872.54
604,Policy capital.,1,Sale,20,2024-05-18,2025-04-22,36,97.9,6,1,1965,Partially Renovated,109537.82,438.15
605,Difference piece blood usually.,1,Sale,39,2022-05-29,2024-12-19,19,134.3,11,6,2021,Newly Renovated,328794.53,1315.18
606,Business tonight party offer quality.,1,Sale,8,2021-03-07,,34,197.3,11,6,2007,Partially Renovated,311025.05,1244.1
607,Add reach then some.,2,Rent,10,2025-09-15,2025-04-11,33,176.9,6,1,1999,Not Renovated,243407.3,973.63
608,Strong walk finally.,1,Sale,22,2024-12-13,2025-01-14,1,85.7,3,1,2000,Newly Renovated,154830.48,619.32
609,Couple of message.,2,Sale,37,2022-06-29,2025-02-07,40,33.6,8,3,2016,Not Renovated,33365.04,133.46
610,Structure reduce offer head.,1,Rent,40,2025-04-17,,22,57.5,4,3,2011,Partially Renovated,121559.99,486.24
611,Remain through popular car.,1,Rent,29,2022-02-24,,21,83.2,6,4,1995,Newly Renovated,192599.82,770.4
612,We scientist specific key.,2,Sale,36,2024-08-08,,36,75.2,6,1,2016,Newly Renovated,128831.93,515.33
613,Issue far tonight unit.,2,Rent,15,2025-10-05,2024-12-26,21,197.6,6,1,1992,Partially Renovated,398468.56,1593.87
614,Which event your nearly.,2,Sale,16,2021-11-30,,47,162.5,3,3,2006,Not Renovated,303286.46,1213.15
615,Of art address.,2,Rent,34,2024-01-02,2025-01-28,16,154.5,10,2,1965,Partially Renovated,353815.93,1415.26
616,Their little writer.,1,Rent,26,2025-01-23,2025-05-19,2,27.6,11,1,1973,Partially Renovated,33475.16,133.9
617,Leg both performance.,2,Sale,9,2022-02-11,2025-03-25,6,123.1,2,1,1975,Newly Renovated,168675.73,674.7
618,Rule region many keep.,2,Rent,10,2023-02-09,2025-05-04,13,129.9,10,6,1976,Newly Renovated,374287.34,1497.15
619,Economy worry magazine the try.,1,Rent,39,2023-12-02,,15,100.6,9,2,1993,Not Renovated,119170.31,476.68
620,Her decade including suddenly former.,1,Rent,15,2024-09-01,,15,178.0,7,6,2010,Not Renovated,281886.8,1127.55
621,Identify reveal blood bring.,2,Sale,33,2025-11-25,,49,149.4,10,1,1999,Not Renovated,229128.85,916.52
622,Speak teacher long middle.,2,Rent,19,2024-08-26,,21,192.1,2,5,2021,Partially Renovated,278586.26,1114.35
623,Bar traditional.,1,Rent,36,2021-11-14,,31,131.9,4,4,1977,Partially Renovated,321061.0,1284.24
624,Safe security yet.,1,Sale,8,2023-05-23,2025-01-13,36,42.8,2,3,1998,Partially Renovated,102894.32,411.58
625,Travel up guy.,2,Sale,35,2022-05-25,,7,106.8,6,3,1999,Newly Renovated,248024.98,992.1
626,Book form call.,1,Rent,26,2022-01-14,,37,107.8,12,5,1983,Not Renovated,188360.51,753.44
627,Strategy street professional.,1,Sale,33,2023-11-17,,4,148.2,5,5,1968,Partially Renovated,200803.95,803.22
628,Trade name street long.,2,Rent,26,2024-03-31,,35,176.4,6,6,1971,Not Renovated,321550.93,1286.2
629,From like rest wife interesting.,1,Rent,16,2022-02-12,,19,48.4,5,1,2001,Not Renovated,51995.6,207.98
630,Physical less open information.,1,Sale,35,2024-07-29,,34,100.1,2,5,2003,Newly Renovated,153228.57,612.91
631,Break structure own born tend.,1,Rent,34,2024-11-08,,35,112.5,5,5,1990,Partially Renovated,191117.99,764.47
632,Style mention peace pick.,1,Rent,20,2021-04-25,2025-03-23,38,108.8,7,2,1971,Newly Renovated,216713.08,866.85
633,Social exist.,2,Rent,6,2021-01-07,2025-01-05,20,130.8,6,3,2015,Newly Renovated,298729.13,1194.92
634,Street go thus water.,2,Rent,34,2023-07-23,2024-11-30,11,78.6,9,3,2018,Partially Renovated,173114.05,692.46
635,Personal recent PM.,2,Sale,21,2025-02-22,2025-05-06,7,133.5,12,3,2006,Newly Renovated,245169.37,980.68
636,Majority no meeting per sign.,1,Rent,49,2025-08-13,,50,43.4,10,1,2021,Newly Renovated,80112.42,320.45
637,System bit.,1,Sale,45,2022-08-05,2024-12-14,39,69.3,9,6,1975,Partially Renovated,109754.57,439.02
638,Air peace sit.,1,Rent,39,2025-05-26,2025-04-12,1,48.8,12,5,1977,Not Renovated,73122.71,292.49
639,Popular head send at throughout.,1,Sale,46,2023-02-11,,17,191.8,4,2,2017,Partially Renovated,497737.18,1990.95
640,Scientist might include.,2,Rent,15,2025-08-07,2025-01-31,20,156.1,7,4,2010,Newly Renovated,415036.48,1660.15
641,Threat one inside really.,1,Rent,26,2025-09-19,2024-12-13,33,27.1,5,6,1993,Not Renovated,27727.28,110.91
642,Difficult wife particular.,1,Sale,27,2022-05-20,,40,118.6,1,4,1992,Partially Renovated,316124.13,1264.5
643,Physical act.,1,Rent,31,2022-02-03,,33,191.0,3,6,1966,Partially Renovated,485887.88,1943.55
644,Weight as radio.,1,Rent,38,2022-02-05,,14,89.7,2,2,1986,Newly Renovated,147121.22,588.48
645,Report always their war.,2,Sale,30,2023-05-15,,5,91.2,1,6,1998,Not Renovated,203029.67,812.12
646,Bar identify feel speak.,2,Rent,1,2025-11-27,2025-02-15,50,38.3,6,6,1985,Partially Renovated,54955.13,219.82
647,Bad look.,2,Sale,34,2025-06-10,2024-12-10,28,45.8,4,1,2001,Newly Renovated,63772.78,255.09
648,General pressure look tough.,1,Sale,35,2021-06-04,,32,92.2,7,2,1973,Partially Renovated,108222.64,432.89
649,Place enjoy indeed dinner.,2,Rent,3,2025-07-11,,5,154.5,10,4,1966,Newly Renovated,440744.23,1762.98
650,Very often purpose.,2,Sale,21,2025-02-03,,7,100.9,1,6,1973,Partially Renovated,114845.65,459.38
651,Before war accept bag.,2,Rent,41,2024-12-12,,45,129.9,2,4,2022,Not Renovated,164513.38,658.05
652,Wide hard two.,2,Rent,15,2025-06-09,2025-04-09,20,90.4,4,3,1998,Partially Renovated,122637.53,490.55
653,Leave yes effort.,1,Sale,9,2023-11-04,2025-04-12,2,92.6,3,3,2023,Not Renovated,181928.23,727.71
654,Night mouth.,2,Sale,27,2025-11-20,2025-03-09,26,181.9,5,4,1965,Newly Renovated,380403.63,1521.61
655,Success my.,2,Rent,37,2023-12-04,2025-04-19,25,31.3,12,5,1980,Newly Renovated,78766.64,315.07
656,Risk hot town fact.,2,Rent,12,2022-11-28,2025-05-11,19,38.8,10,4,2000,Not Renovated,50933.37,203.73
657,Hand gun piece.,2,Rent,31,2024-07-15,,5,103.0,8,3,2021,Newly Renovated,240966.51,963.87
658,Box traditional put.,1,Sale,39,2023-09-07,,6,92.7,2,2,1969,Newly Renovated,294670.67,1178.68
659,Hard theory series.,1,Sale,6,2021-12-05,2025-02-18,30,48.5,12,4,2021,Partially Renovated,89523.54,358.09
660,It sense mention thousand turn.,2,Rent,46,2022-06-23,2025-01-15,2,185.9,12,3,2015,Partially Renovated,442171.24,1768.68
661,Necessary task while prepare pattern.,1,Sale,20,2024-02-22,2025-01-09,41,29.3,4,1,1999,Not Renovated,37599.33,150.4
662,Attack three list agreement.,2,Rent,44,2023-11-01,2025-01-14,48,135.8,11,6,2006,Partially Renovated,181806.68,727.23
663,Technology father laugh.,1,Rent,11,2022-11-26,,3,64.5,9,6,1976,Partially Renovated,142047.81,568.19
664,Safe theory compare four.,2,Rent,40,2023-01-06,2024-12-12,31,159.8,2,1,2000,Newly Renovated,276660.61,1106.64
665,Store speak structure those.,2,Rent,12,2024-07-29,,39,123.7,7,3,1969,Partially Renovated,199231.57,796.93
666,National eat share.,2,Sale,45,2024-09-16,,8,158.4,5,6,2011,Not Renovated,262818.09,1051.27
667,Morning enjoy grow.,1,Sale,30,2024-05-14,2025-03-07,24,105.2,8,3,2011,Partially Renovated,229382.78,917.53
668,Science environment day.,1,Sale,14,2022-05-14,2025-03-01,8,52.8,12,1,1994,Not Renovated,74755.18,299.02
669,Increase to wait worker red.,2,Sale,27,2025-04-15,2025-04-12,11,111.6,10,4,2009,Not Renovated,125997.45,503.99
670,Forward nation good American right.,2,Rent,37,2022-08-27,,33,57.3,10,4,1989,Partially Renovated,120495.25,481.98
671,Particular learn serious he trip.,2,Rent,40,2024-06-04,2025-05-30,8,167.7,12,1,1977,Not Renovated,295589.31,1182.36
672,The full.,1,Rent,5,2023-01-11,,13,167.1,8,3,1982,Newly Renovated,242343.61,969.37
673,Thousand size small up.,2,Rent,32,2022-10-28,2025-06-05,12,142.5,1,1,1981,Newly Renovated,345795.36,1383.18
674,Month by land.,1,Sale,14,2022-07-31,2025-01-31,30,110.5,10,3,1975,Partially Renovated,154610.24,618.44
675,Source she feel look research.,1,Sale,39,2022-02-03,2024-12-27,27,182.1,4,3,1998,Partially Renovated,246644.03,986.58
676,Key major note.,2,Rent,43,2025-01-21,2025-02-06,19,176.8,10,5,1985,Not Renovated,399578.85,1598.32
677,Describe animal week seat.,2,Rent,23,2022-10-09,2024-12-22,36,43.1,5,4,1985,Partially Renovated,111163.77,444.66
678,Because reach wait whose.,1,Rent,39,2022-08-22,2025-01-09,18,149.0,7,1,2000,Partially Renovated,260716.11,1042.86
679,Hot soon north.,2,Rent,12,2021-04-12,2025-01-14,41,145.9,3,2,1987,Not Renovated,276069.8,1104.28
680,Tell kid.,2,Rent,19,2023-03-04,2025-04-17,36,193.0,10,4,1985,Partially Renovated,462980.01,1851.92
681,Stuff forget wrong.,1,Sale,40,2021-05-15,,41,110.4,8,6,2010,Newly Renovated,291618.11,1166.47
682,Go order already until positive.,2,Sale,14,2024-08-03,,23,36.8,7,5,2002,Newly Renovated,94257.63,377.03
683,Relationship suddenly interest.,1,Sale,44,2022-04-06,2025-01-11,5,138.2,12,5,1996,Partially Renovated,376541.21,1506.16
684,Tax treatment.,2,Rent,20,2024-10-23,2025-04-16,38,109.3,6,4,2012,Not Renovated,220446.16,881.78
685,Tv weight official walk language.,2,Rent,30,2025-06-07,2024-12-30,30,105.1,1,2,1996,Not Renovated,205081.29,820.33
686,Loss likely collection indicate.,2,Sale,1,2022-12-17,,36,128.1,8,2,2022,Newly Renovated,239620.55,958.48
687,Almost its.,1,Rent,37,2023-05-04,2025-01-26,30,163.7,6,4,1987,Partially Renovated,242916.58,971.67
688,Front brother perhaps him.,1,Sale,48,2021-04-17,2025-02-14,32,167.1,5,5,2022,Not Renovated,303520.42,1214.08
689,Cut well.,1,Rent,6,2023-03-20,2025-02-28,15,28.0,7,1,2020,Newly Renovated,49492.62,197.97
690,Senior least like.,2,Rent,26,2023-11-07,,8,154.3,10,4,2012,Not Renovated,218246.98,872.99
691,Society majority.,1,Sale,49,2021-02-25,2025-01-19,11,74.5,11,1,2016,Partially Renovated,110474.9,441.9
692,Environment hit drive.,2,Sale,2,2024-10-29,2025-01-31,20,61.9,9,1,1972,Partially Renovated,88263.52,353.05
693,Social itself phone.,2,Sale,11,2021-06-19,,10,39.9,8,5,1975,Not Renovated,76503.95,306.02
694,After see ever.,1,Sale,5,2023-03-08,,4,180.8,3,2,1980,Not Renovated,334998.12,1339.99
695,Send often resource could project.,2,Sale,23,2021-08-29,2025-01-01,8,147.1,9,6,1979,Not Renovated,216062.19,864.25
696,Push leave can add can.,1,Rent,37,2021-08-02,,39,128.9,2,4,1965,Partially Renovated,228401.18,913.6
697,Treatment ago film.,2,Sale,5,2022-01-09,2025-06-05,31,157.0,1,1,2017,Not Renovated,287172.04,1148.69
698,Agent much turn trial personal.,1,Sale,38,2024-06-28,2025-03-22,47,164.6,8,5,1984,Newly Renovated,255538.74,1022.15
699,Least student eight.,2,Sale,29,2023-11-17,,9,145.2,4,4,2019,Partially Renovated,226437.84,905.75
700,Think goal into fast reflect.,2,Rent,45,2025-10-26,2025-01-04,12,136.2,10,2,2009,Newly Renovated,202078.44,808.31
701,Effort write.,2,Rent,34,2022-10-29,2024-12-12,12,198.2,12,5,2019,Newly Renovated,587297.35,2349.19
702,Rich light fish.,2,Sale,47,2025-07-17,2025-04-29,30,144.3,3,2,2017,Not Renovated,146166.99,584.67
703,Federal high rule.,1,Sale,2,2022-05-30,2024-12-17,21,157.6,6,2,1978,Newly Renovated,423295.86,1693.18
704,Happy popular foot leader.,1,Rent,18,2022-09-28,,27,156.8,10,4,1974,Newly Renovated,430637.77,1722.55
705,Form action maybe different.,2,Sale,23,2024-08-01,,28,167.2,12,3,1985,Newly Renovated,383741.46,1534.97
706,Late ready claim.,2,Sale,45,2022-12-10,,3,49.5,11,5,2005,Not Renovated,73439.89,293.76
707,Measure organization.,2,Sale,2,2025-09-24,,16,77.8,1,4,1969,Partially Renovated,196894.48,787.58
708,Management prepare.,2,Sale,3,2023-07-29,2025-02-04,29,122.0,4,4,2023,Newly Renovated,375702.94,1502.81
709,Within take not series.,2,Rent,29,2021-08-05,,4,190.1,12,6,1986,Partially Renovated,418759.09,1675.04
710,Research follow teach power.,2,Rent,9,2024-09-13,2025-02-08,33,176.8,11,2,1981,Partially Renovated,294043.55,1176.17
711,Business enter name.,1,Rent,4,2023-04-10,2025-04-14,32,136.0,7,6,2000,Newly Renovated,314877.36,1259.51
712,Doctor development business.,1,Sale,37,2025-07-30,,37,199.1,4,4,1968,Partially Renovated,304972.95,1219.89
713,Compare cell final wind.,2,Rent,50,2022-10-02,2025-02-01,7,173.8,1,5,1978,Newly Renovated,504759.64,2019.04
714,Table follow.,2,Rent,31,2024-05-07,,40,75.1,12,1,2015,Newly Renovated,190084.62,760.34
715,Degree toward source size.,1,Sale,47,2024-09-14,2025-02-13,43,184.5,5,5,1984,Not Renovated,221277.43,885.11
716,Still question job will.,2,Sale,22,2021-09-18,2025-03-02,22,192.2,9,6,1992,Not Renovated,326024.24,1304.1
717,According pick lot benefit.,1,Rent,4,2022-12-22,,48,150.4,11,2,2018,Partially Renovated,319949.07,1279.8
718,Where other speak walk.,2,Sale,14,2023-12-11,2024-11-14,41,147.9,2,1,1989,Partially Renovated,341004.76,1364.02
719,His station sure sport.,1,Sale,14,2022-05-04,,8,30.5,10,2,1981,Not Renovated,44726.06,178.9
720,Can report by address.,1,Sale,46,2024-06-10,2025-01-03,44,156.2,10,3,2003,Not Renovated,183379.22,733.52
721,System they ready wide.,1,Sale,31,2023-11-14,2025-01-03,39,139.6,12,6,2005,Partially Renovated,198583.76,794.34
722,Present never letter fill.,1,Sale,39,2021-02-04,2025-04-18,38,77.4,3,5,2002,Partially Renovated,154910.24,619.64
